"Census Profile, 2021 Census of Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,British Columbia [Province],,,,,,,,,,,,Alberta [Province],,,,,,,,,,,,Saskatchewan [Province],,,,,,,,,,,,Manitoba [Province],,,,,,,,,,,,Ontario [Province],,,,,,,,,,,
Ethnic or cultural origin,  Guinean,,135,,70,,65,,0,,0,,0,,370,,190,,185,,0,,0,,0,,30,,20,,10,,0,,0,,0,,60,,30,,35,,0,,0,,0,,1120,,530,,590,,0,,0,,0,
Ethnic or cultural origin,  St. Lucian,,180,,110,,70,,0,,0,,0,,535,,235,,300,,0,,0,,0,,30,,15,,20,,0,,0,,0,,70,,20,,45,,0,,0,,0,,5850,,2660,,3190,,0,,0,,0,
Ethnic or cultural origin,  Prince Edward Islander,,280,,145,,135,,0,,0,,0,,585,,280,,310,,0,,0,,0,,25,,0,,25,,0,,0,,0,,20,,10,,10,,0,,0,,0,,1900,,890,,1010,,0,,0,,0,
Ethnic or cultural origin,  Maliseet,,100,,40,,55,,0,,0,,0,,110,,55,,55,,0,,0,,0,,30,,15,,20,,0,,0,,0,,30,,15,,15,,0,,0,,0,,615,,285,,335,,0,,0,,0,
Ethnic or cultural origin,  Beninese,,100,,50,,50,,0,,0,,0,,320,,160,,165,,0,,0,,0,,20,,10,,0,,0,,0,,0,,105,,65,,40,,0,,0,,0,,1325,,630,,695,,0,,0,,0,
Ethnic or cultural origin,  Telugu,,615,,340,,280,,0,,0,,0,,580,,310,,270,,0,,0,,0,,100,,50,,45,,0,,0,,0,,90,,50,,35,,0,,0,,0,,4755,,2665,,2090,,0,,0,,0,
Ethnic or cultural origin,  Roma,,1205,,600,,600,,0,,0,,0,,655,,305,,350,,0,,0,,0,,220,,110,,110,,0,,0,,0,,230,,100,,130,,0,,0,,0,,3470,,1735,,1735,,0,,0,,0,
Ethnic or cultural origin,  Costa Rican,,1075,,485,,585,,0,,0,,0,,595,,290,,305,,0,,0,,0,,55,,15,,40,,0,,0,,0,,140,,55,,80,,0,,0,,0,,2735,,1390,,1345,,0,,0,,0,
Ethnic or cultural origin,  African Nova Scotian,,145,,60,,85,,0,,0,,0,,225,,120,,105,,0,,0,,0,,15,,0,,15,,0,,0,,0,,40,,20,,20,,0,,0,,0,,1650,,725,,925,,0,,0,,0,
Ethnic or cultural origin,  Malagasy,,110,,55,,55,,0,,0,,0,,125,,50,,75,,0,,0,,0,,50,,30,,25,,0,,0,,0,,70,,40,,25,,0,,0,,0,,555,,265,,290,,0,,0,,0,
Ethnic or cultural origin,  Kashmiri,,545,,260,,285,,0,,0,,0,,1195,,575,,620,,0,,0,,0,,110,,60,,50,,0,,0,,0,,65,,35,,35,,0,,0,,0,,3905,,1900,,2000,,0,,0,,0,
Ethnic or cultural origin,  Singaporean,,2630,,1165,,1460,,0.1,,0,,0.1,,780,,340,,440,,0,,0,,0,,65,,30,,30,,0,,0,,0,,40,,15,,25,,0,,0,,0,,2320,,1070,,1250,,0,,0,,0,
Ethnic or cultural origin,  Karen,,980,,520,,460,,0,,0,,0,,1120,,560,,560,,0,,0,,0,,925,,465,,460,,0.1,,0.1,,0.1,,460,,250,,215,,0,,0,,0,,2365,,1185,,1180,,0,,0,,0,
Ethnic or cultural origin,  Edo,,205,,95,,105,,0,,0,,0,,1145,,625,,525,,0,,0,,0,,140,,70,,75,,0,,0,,0,,400,,210,,190,,0,,0,,0,,3515,,1705,,1810,,0,,0,,0,
Ethnic or cultural origin,  Tajik,,665,,335,,335,,0,,0,,0,,370,,185,,190,,0,,0,,0,,50,,30,,20,,0,,0,,0,,55,,30,,20,,0,,0,,0,,4150,,2065,,2080,,0,,0,,0,
Ethnic or cultural origin,  Amhara,,305,,165,,140,,0,,0,,0,,1755,,925,,825,,0,,0,,0,,75,,35,,40,,0,,0,,0,,455,,225,,235,,0,,0,,0,,3135,,1560,,1575,,0,,0,,0,
Ethnic or cultural origin,  Paraguayan,,1095,,570,,520,,0,,0,,0,,310,,125,,185,,0,,0,,0,,120,,70,,50,,0,,0,,0,,3210,,1570,,1640,,0.2,,0.2,,0.2,,855,,365,,490,,0,,0,,0,
Religion,Total - Religion for the population in private households - 25% sample data,161,4915945,,2416885,,2499055,,100,,100,,100,,4177715,,2088235,,2089485,,100,,100,,100,,1103205,,549495,,553710,,100,,100,,100,,1307190,,650230,,656955,,100,,100,,100,,14031750,,6887570,,7144185,,100,,100,,100,
Religion,  Buddhist,,83860,,35040,,48825,,1.7,,1.4,,2,,42830,,19140,,23690,,1,,0.9,,1.1,,4410,,2085,,2330,,0.4,,0.4,,0.4,,7440,,3365,,4080,,0.6,,0.5,,0.6,,164215,,73715,,90500,,1.2,,1.1,,1.3,
Religion,  Christian,,1684870,,766705,,918165,,34.3,,31.7,,36.7,,2009820,,952440,,1057385,,48.1,,45.6,,50.6,,621250,,294000,,327255,,56.3,,53.5,,59.1,,708850,,335490,,373365,,54.2,,51.6,,56.8,,7315810,,3410290,,3905520,,52.1,,49.5,,54.7,
Religion,"    Christian, n.o.s.",162,434920,,203070,,231850,,8.8,,8.4,,9.3,,429375,,207320,,222055,,10.3,,9.9,,10.6,,93135,,45790,,47340,,8.4,,8.3,,8.5,,149880,,73465,,76415,,11.5,,11.3,,11.6,,1070190,,503135,,567055,,7.6,,7.3,,7.9,
Religion,    Anabaptist,,21275,,10210,,11065,,0.4,,0.4,,0.4,,20035,,10075,,9960,,0.5,,0.5,,0.5,,11620,,5605,,6025,,1.1,,1,,1.1,,31000,,14905,,16095,,2.4,,2.3,,2.4,,57795,,28065,,29725,,0.4,,0.4,,0.4,
Religion,    Anglican,,137485,,59595,,77885,,2.8,,2.5,,3.1,,95560,,43925,,51635,,2.3,,2.1,,2.5,,36415,,17085,,19330,,3.3,,3.1,,3.5,,42660,,18960,,23700,,3.3,,2.9,,3.6,,525425,,236080,,289345,,3.7,,3.4,,4.1,
Religion,    Baptist,,57265,,25770,,31495,,1.2,,1.1,,1.3,,44605,,20650,,23955,,1.1,,1,,1.1,,12150,,5715,,6435,,1.1,,1,,1.2,,14260,,6770,,7490,,1.1,,1,,1.1,,165400,,75170,,90230,,1.2,,1.1,,1.3,
Religion,    Catholic,,588140,,272340,,315805,,12,,11.3,,12.6,,833025,,399750,,433275,,19.9,,19.1,,20.7,,265530,,127030,,138505,,24.1,,23.1,,25,,276925,,132290,,144635,,21.2,,20.3,,22,,3654825,,1729760,,1925070,,26,,25.1,,26.9,
Religion,    Christian Orthodox,,45135,,21835,,23300,,0.9,,0.9,,0.9,,63775,,30995,,32775,,1.5,,1.5,,1.6,,13320,,6610,,6710,,1.2,,1.2,,1.2,,17445,,8240,,9205,,1.3,,1.3,,1.4,,329850,,158655,,171200,,2.4,,2.3,,2.4,
Religion,    Jehovah's Witness,,25715,,11245,,14470,,0.5,,0.5,,0.6,,18185,,7955,,10235,,0.4,,0.4,,0.5,,4530,,1960,,2570,,0.4,,0.4,,0.5,,3985,,1770,,2215,,0.3,,0.3,,0.3,,48290,,20680,,27610,,0.3,,0.3,,0.4,
Religion,    Latter Day Saints,,12875,,5795,,7075,,0.3,,0.2,,0.3,,47125,,22540,,24580,,1.1,,1.1,,1.2,,2060,,995,,1065,,0.2,,0.2,,0.2,,1640,,815,,830,,0.1,,0.1,,0.1,,16420,,7710,,8710,,0.1,,0.1,,0.1,
Religion,    Lutheran,,46395,,20205,,26185,,0.9,,0.8,,1,,78925,,36470,,42455,,1.9,,1.7,,2,,46980,,21930,,25050,,4.3,,4,,4.5,,27775,,12665,,15115,,2.1,,1.9,,2.3,,114810,,52600,,62215,,0.8,,0.8,,0.9,
Religion,    Methodist and Wesleyan (Holiness),,7290,,3295,,3995,,0.1,,0.1,,0.2,,9640,,4400,,5240,,0.2,,0.2,,0.3,,2275,,1040,,1235,,0.2,,0.2,,0.2,,1860,,915,,945,,0.1,,0.1,,0.1,,35320,,15890,,19430,,0.3,,0.2,,0.3,
Religion,    Pentecostal and other Charismatic,,41140,,18550,,22585,,0.8,,0.8,,0.9,,53900,,25250,,28655,,1.3,,1.2,,1.4,,15255,,7090,,8165,,1.4,,1.3,,1.5,,20465,,9700,,10765,,1.6,,1.5,,1.6,,174605,,77250,,97360,,1.2,,1.1,,1.4,
Religion,    Presbyterian,,28040,,12260,,15780,,0.6,,0.5,,0.6,,22850,,10360,,12495,,0.5,,0.5,,0.6,,4155,,1920,,2235,,0.4,,0.3,,0.4,,5725,,2585,,3140,,0.4,,0.4,,0.5,,202275,,91710,,110560,,1.4,,1.3,,1.5,
Religion,    Reformed,,12455,,6050,,6400,,0.3,,0.3,,0.3,,14735,,7310,,7430,,0.4,,0.4,,0.4,,625,,310,,315,,0.1,,0.1,,0.1,,2430,,1210,,1220,,0.2,,0.2,,0.2,,47400,,23275,,24120,,0.3,,0.3,,0.3,
Religion,    United Church,,129000,,51815,,77185,,2.6,,2.1,,3.1,,153820,,67205,,86615,,3.7,,3.2,,4.1,,81465,,36190,,45275,,7.4,,6.6,,8.2,,75425,,33275,,42150,,5.8,,5.1,,6.4,,570830,,251315,,319520,,4.1,,3.6,,4.5,
Religion,    Other Christian and Christian-related traditions,,97745,,44660,,53085,,2,,1.8,,2.1,,124265,,58235,,66030,,3,,2.8,,3.2,,31740,,14740,,17000,,2.9,,2.7,,3.1,,37380,,17925,,19455,,2.9,,2.8,,3,,302375,,138995,,163385,,2.2,,2,,2.3,
Religion,  Hindu,,81320,,42070,,39245,,1.7,,1.7,,1.6,,78520,,40435,,38085,,1.9,,1.9,,1.8,,14150,,7865,,6285,,1.3,,1.4,,1.1,,18355,,10005,,8350,,1.4,,1.5,,1.3,,573700,,295980,,277720,,4.1,,4.3,,3.9,
Religion,  Jewish,,26850,,12980,,13870,,0.5,,0.5,,0.6,,11390,,5475,,5915,,0.3,,0.3,,0.3,,1105,,570,,535,,0.1,,0.1,,0.1,,11565,,5685,,5875,,0.9,,0.9,,0.9,,196100,,96075,,100020,,1.4,,1.4,,1.4,
Religion,  Muslim,,125915,,63375,,62535,,2.6,,2.6,,2.5,,202535,,103635,,98900,,4.8,,5,,4.7,,25455,,13285,,12165,,2.3,,2.4,,2.2,,26430,,13960,,12470,,2,,2.1,,1.9,,942990,,474965,,468025,,6.7,,6.9,,6.6,
Religion,  Sikh,,290870,,145740,,145130,,5.9,,6,,5.8,,103600,,52505,,51100,,2.5,,2.5,,2.4,,9040,,4715,,4320,,0.8,,0.9,,0.8,,35470,,18625,,16850,,2.7,,2.9,,2.6,,300435,,155390,,145040,,2.1,,2.3,,2,
Religion,  Traditional (North American Indigenous) spirituality,,11570,,5495,,6075,,0.2,,0.2,,0.2,,19755,,9640,,10120,,0.5,,0.5,,0.5,,16300,,7830,,8465,,1.5,,1.4,,1.5,,10190,,4735,,5455,,0.8,,0.7,,0.8,,15985,,7400,,8580,,0.1,,0.1,,0.1,
Religion,  Other religions and spiritual traditions,,51440,,20890,,30555,,1,,0.9,,1.2,,33220,,14325,,18905,,0.8,,0.7,,0.9,,7540,,3240,,4295,,0.7,,0.6,,0.8,,8570,,3665,,4910,,0.7,,0.6,,0.7,,88845,,37840,,51000,,0.6,,0.5,,0.7,
Religion,  No religion and secular perspectives,,2559250,,1324585,,1234660,,52.1,,54.8,,49.4,,1676045,,890645,,785400,,40.1,,42.7,,37.6,,403960,,215895,,188060,,36.6,,39.3,,34,,480315,,254700,,225615,,36.7,,39.2,,34.3,,4433675,,2335900,,2097770,,31.6,,33.9,,29.4,
Mobility status 1 year ago,Total - Mobility status 1 year ago - 25% sample data,163,4875955,,2396280,,2479675,,100,,100,,100,,4131540,,2064715,,2066825,,100,,100,,100,,1090215,,542725,,547490,,100,,100,,100,,1291715,,642120,,649595,,100,,100,,100,,13904805,,6823190,,7081615,,100,,100,,100,
Mobility status 1 year ago,  Non-movers,,4169710,,2050165,,2119540,,85.5,,85.6,,85.5,,3583005,,1793310,,1789695,,86.7,,86.9,,86.6,,952690,,475060,,477630,,87.4,,87.5,,87.2,,1131315,,562370,,568945,,87.6,,87.6,,87.6,,12295685,,6023840,,6271855,,88.4,,88.3,,88.6,
Mobility status 1 year ago,  Movers,,706245,,346115,,360130,,14.5,,14.4,,14.5,,548535,,271400,,277130,,13.3,,13.1,,13.4,,137525,,67660,,69860,,12.6,,12.5,,12.8,,160395,,79750,,80650,,12.4,,12.4,,12.4,,1609120,,799355,,809765,,11.6,,11.7,,11.4,
Mobility status 1 year ago,    Non-migrants,,395215,,193080,,202135,,8.1,,8.1,,8.2,,367325,,182230,,185100,,8.9,,8.8,,9,,87445,,43195,,44250,,8,,8,,8.1,,107815,,53405,,54415,,8.3,,8.3,,8.4,,914170,,454180,,459990,,6.6,,6.7,,6.5,
Mobility status 1 year ago,    Migrants,,311030,,153035,,157990,,6.4,,6.4,,6.4,,181205,,89170,,92035,,4.4,,4.3,,4.5,,50080,,24470,,25605,,4.6,,4.5,,4.7,,52580,,26350,,26235,,4.1,,4.1,,4,,694950,,345175,,349775,,5,,5.1,,4.9,
Mobility status 1 year ago,      Internal migrants,,251245,,123785,,127455,,5.2,,5.2,,5.1,,152655,,75275,,77380,,3.7,,3.6,,3.7,,43570,,21240,,22325,,4,,3.9,,4.1,,43010,,21565,,21445,,3.3,,3.4,,3.3,,570275,,282115,,288165,,4.1,,4.1,,4.1,
Mobility status 1 year ago,        Intraprovincial migrants,,187990,,92090,,95900,,3.9,,3.8,,3.9,,107180,,52880,,54295,,2.6,,2.6,,2.6,,31135,,14955,,16180,,2.9,,2.8,,3,,28745,,13895,,14850,,2.2,,2.2,,2.3,,516425,,255130,,261300,,3.7,,3.7,,3.7,
Mobility status 1 year ago,        Interprovincial migrants,,63250,,31695,,31555,,1.3,,1.3,,1.3,,45475,,22390,,23090,,1.1,,1.1,,1.1,,12435,,6290,,6145,,1.1,,1.2,,1.1,,14260,,7670,,6595,,1.1,,1.2,,1,,53850,,26985,,26865,,0.4,,0.4,,0.4,
Mobility status 1 year ago,      External migrants,,59785,,29250,,30535,,1.2,,1.2,,1.2,,28555,,13900,,14650,,0.7,,0.7,,0.7,,6510,,3230,,3280,,0.6,,0.6,,0.6,,9575,,4785,,4790,,0.7,,0.7,,0.7,,124670,,63060,,61610,,0.9,,0.9,,0.9,
Mobility status 5 years ago,Total - Mobility status 5 years ago - 25% sample data,164,4699740,,2305755,,2393985,,100,,100,,100,,3930000,,1961005,,1969000,,100,,100,,100,,1034525,,514365,,520155,,100,,100,,100,,1228155,,609800,,618355,,100,,100,,100,,13349180,,6539010,,6810170,,100,,100,,100,
Mobility status 5 years ago,  Non-movers,,2639500,,1292175,,1347330,,56.2,,56,,56.3,,2314250,,1158665,,1155590,,58.9,,59.1,,58.7,,640040,,320125,,319920,,61.9,,62.2,,61.5,,754005,,374495,,379510,,61.4,,61.4,,61.4,,8361770,,4077100,,4284665,,62.6,,62.4,,62.9,
Mobility status 5 years ago,  Movers,,2060245,,1013590,,1046655,,43.8,,44,,43.7,,1615755,,802340,,813415,,41.1,,40.9,,41.3,,394480,,194240,,200240,,38.1,,37.8,,38.5,,474145,,235305,,238850,,38.6,,38.6,,38.6,,4987410,,2461910,,2525505,,37.4,,37.6,,37.1,
Mobility status 5 years ago,    Non-migrants,,757040,,372900,,384135,,16.1,,16.2,,16,,854765,,427660,,427105,,21.7,,21.8,,21.7,,180065,,88355,,91715,,17.4,,17.2,,17.6,,249915,,123190,,126720,,20.3,,20.2,,20.5,,2087055,,1023085,,1063965,,15.6,,15.6,,15.6,
Mobility status 5 years ago,    Migrants,,1303200,,640680,,662520,,27.7,,27.8,,27.7,,760990,,374680,,386305,,19.4,,19.1,,19.6,,214415,,105890,,108525,,20.7,,20.6,,20.9,,224235,,112110,,112125,,18.3,,18.4,,18.1,,2900355,,1438815,,1461540,,21.7,,22,,21.5,
Mobility status 5 years ago,      Internal migrants,,1016025,,498920,,517105,,21.6,,21.6,,21.6,,596980,,295120,,301860,,15.2,,15,,15.3,,172905,,84895,,88015,,16.7,,16.5,,16.9,,154275,,76075,,78205,,12.6,,12.5,,12.6,,2167365,,1064190,,1103170,,16.2,,16.3,,16.2,
Mobility status 5 years ago,        Intraprovincial migrants,,799455,,390525,,408935,,17,,16.9,,17.1,,431785,,213950,,217830,,11,,10.9,,11.1,,134460,,65855,,68605,,13,,12.8,,13.2,,122120,,59775,,62345,,9.9,,9.8,,10.1,,1938720,,949475,,989250,,14.5,,14.5,,14.5,
Mobility status 5 years ago,        Interprovincial migrants,,216565,,108395,,108170,,4.6,,4.7,,4.5,,165195,,81160,,84035,,4.2,,4.1,,4.3,,38445,,19040,,19410,,3.7,,3.7,,3.7,,32155,,16295,,15860,,2.6,,2.7,,2.6,,228640,,114715,,113925,,1.7,,1.8,,1.7,
Mobility status 5 years ago,      External migrants,,287175,,141765,,145415,,6.1,,6.1,,6.1,,164015,,79565,,84445,,4.2,,4.1,,4.3,,41505,,20995,,20510,,4,,4.1,,3.9,,69960,,36035,,33925,,5.7,,5.9,,5.5,,732990,,374630,,358365,,5.5,,5.7,,5.3,
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,165,4200425,,2048395,,2152025,,100,,100,,100,,3375130,,1675855,,1699275,,100,,100,,100,,882760,,436515,,446245,,100,,100,,100,,1058410,,522505,,535905,,100,,100,,100,,11782825,,5733360,,6049460,,100,,100,,100,
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,643330,,341470,,301860,,15.3,,16.7,,14,,595665,,322765,,272900,,17.6,,19.3,,16.1,,177330,,101135,,76195,,20.1,,23.2,,17.1,,220975,,119615,,101360,,20.9,,22.9,,18.9,,1969920,,1007805,,962115,,16.7,,17.6,,15.9,
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,3557095,,1706925,,1850170,,84.7,,83.3,,86,,2779465,,1353090,,1426375,,82.4,,80.7,,83.9,,705430,,335375,,370050,,79.9,,76.8,,82.9,,837440,,402890,,434545,,79.1,,77.1,,81.1,,9812905,,4725555,,5087350,,83.3,,82.4,,84.1,
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,165,2691860,,1313265,,1378600,,100,,100,,100,,2298165,,1141780,,1156380,,100,,100,,100,,566615,,281370,,285245,,100,,100,,100,,675695,,335160,,340535,,100,,100,,100,,7584645,,3700540,,3884105,,100,,100,,100,
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,259010,,148785,,110220,,9.6,,11.3,,8,,274480,,156485,,117990,,11.9,,13.7,,10.2,,70485,,43935,,26555,,12.4,,15.6,,9.3,,93765,,54570,,39190,,13.9,,16.3,,11.5,,757455,,418970,,338485,,10,,11.3,,8.7,
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,2432850,,1164475,,1268375,,90.4,,88.7,,92,,2023680,,985290,,1038390,,88.1,,86.3,,89.8,,496130,,237440,,258690,,87.6,,84.4,,90.7,,581930,,280590,,301345,,86.1,,83.7,,88.5,,6827190,,3281570,,3545615,,90,,88.7,,91.3,
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",165,4200425,,2048395,,2152030,,100,,100,,100,,3375135,,1675855,,1699275,,100,,100,,100,,882760,,436515,,446245,,100,,100,,100,,1058415,,522505,,535905,,100,,100,,100,,11782820,,5733360,,6049460,,100,,100,,100,
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,565665,,292000,,273665,,13.5,,14.3,,12.7,,522835,,275555,,247275,,15.5,,16.4,,14.6,,159815,,89275,,70540,,18.1,,20.5,,15.8,,199845,,106915,,92930,,18.9,,20.5,,17.3,,1799890,,904590,,895300,,15.3,,15.8,,14.8,
"Highest certificate, diploma or degree",  High (secondary) school diploma or equivalency certificate,167,1238000,,610685,,627320,,29.5,,29.8,,29.2,,972110,,482900,,489215,,28.8,,28.8,,28.8,,284345,,146000,,138345,,32.2,,33.4,,31,,326725,,165725,,161000,,30.9,,31.7,,30,,3204170,,1608155,,1596015,,27.2,,28,,26.4,
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",,2396755,,1145715,,1251040,,57.1,,55.9,,58.1,,1880185,,917400,,962790,,55.7,,54.7,,56.7,,438600,,201240,,237360,,49.7,,46.1,,53.2,,531840,,249865,,281975,,50.2,,47.8,,52.6,,6778765,,3220615,,3558155,,57.5,,56.2,,58.8,
"Highest certificate, diploma or degree",    Postsecondary certificate or diploma below bachelor level,,1197050,,598425,,598620,,28.5,,29.2,,27.8,,1014810,,524770,,490045,,30.1,,31.3,,28.8,,257350,,123755,,133590,,29.2,,28.4,,29.9,,289775,,143310,,146465,,27.4,,27.4,,27.3,,3250175,,1592945,,1657230,,27.6,,27.8,,27.4,
"Highest certificate, diploma or degree",      Apprenticeship or trades certificate or diploma,,323635,,243815,,79815,,7.7,,11.9,,3.7,,295285,,232120,,63165,,8.7,,13.9,,3.7,,84485,,61685,,22800,,9.6,,14.1,,5.1,,70655,,50775,,19880,,6.7,,9.7,,3.7,,592485,,426550,,165935,,5,,7.4,,2.7,
"Highest certificate, diploma or degree",        Non-apprenticeship trades certificate or diploma,168,133020,,78330,,54685,,3.2,,3.8,,2.5,,87195,,51295,,35900,,2.6,,3.1,,2.1,,32710,,18090,,14620,,3.7,,4.1,,3.3,,33000,,19615,,13385,,3.1,,3.8,,2.5,,287155,,178555,,108605,,2.4,,3.1,,1.8,
"Highest certificate, diploma or degree",        Apprenticeship certificate,169,190615,,165490,,25130,,4.5,,8.1,,1.2,,208090,,180830,,27260,,6.2,,10.8,,1.6,,51775,,43590,,8180,,5.9,,10,,1.8,,37655,,31170,,6495,,3.6,,6,,1.2,,305330,,248000,,57325,,2.6,,4.3,,0.9,
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,711810,,289555,,422255,,16.9,,14.1,,19.6,,612690,,250540,,362145,,18.2,,14.9,,21.3,,143610,,50720,,92890,,16.3,,11.6,,20.8,,187205,,78650,,108555,,17.7,,15.1,,20.3,,2389205,,1046345,,1342855,,20.3,,18.3,,22.2,
"Highest certificate, diploma or degree",      University certificate or diploma below bachelor level,,161600,,65055,,96545,,3.8,,3.2,,4.5,,106840,,42105,,64735,,3.2,,2.5,,3.8,,29260,,11355,,17905,,3.3,,2.6,,4,,31915,,13885,,18030,,3,,2.7,,3.4,,268480,,120040,,148440,,2.3,,2.1,,2.5,
"Highest certificate, diploma or degree",    Bachelor's degree or higher,,1199710,,547285,,652420,,28.6,,26.7,,30.3,,865370,,392625,,472745,,25.6,,23.4,,27.8,,181255,,77485,,103770,,20.5,,17.8,,23.3,,242070,,106550,,135515,,22.9,,20.4,,25.3,,3528600,,1627675,,1900925,,29.9,,28.4,,31.4,
"Highest certificate, diploma or degree",      Bachelor's degree,,775145,,347145,,427995,,18.5,,16.9,,19.9,,605025,,265105,,339925,,17.9,,15.8,,20,,130060,,53265,,76785,,14.7,,12.2,,17.2,,170835,,73420,,97410,,16.1,,14.1,,18.2,,2307685,,1034000,,1273685,,19.6,,18,,21.1,
"Highest certificate, diploma or degree",      University certificate or diploma above bachelor level,,84000,,34915,,49085,,2,,1.7,,2.3,,44915,,19815,,25100,,1.3,,1.2,,1.5,,8890,,3790,,5095,,1,,0.9,,1.1,,19020,,8040,,10980,,1.8,,1.5,,2,,224820,,99320,,125500,,1.9,,1.7,,2.1,
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,32985,,18045,,14945,,0.8,,0.9,,0.7,,23880,,12100,,11775,,0.7,,0.7,,0.7,,5205,,2680,,2525,,0.6,,0.6,,0.6,,6605,,3540,,3055,,0.6,,0.7,,0.6,,90530,,45085,,45445,,0.8,,0.8,,0.8,
"Highest certificate, diploma or degree",      Master's degree,,264145,,121485,,142660,,6.3,,5.9,,6.6,,164245,,79220,,85025,,4.9,,4.7,,5,,31315,,14210,,17105,,3.5,,3.3,,3.8,,39155,,17765,,21395,,3.7,,3.4,,4,,786440,,377795,,408640,,6.7,,6.6,,6.8,
"Highest certificate, diploma or degree",      Earned doctorate,171,43440,,25700,,17740,,1,,1.3,,0.8,,27315,,16385,,10920,,0.8,,1,,0.6,,5790,,3535,,2255,,0.7,,0.8,,0.5,,6460,,3790,,2670,,0.6,,0.7,,0.5,,119125,,71465,,47655,,1,,1.2,,0.8,
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",165,2691860,,1313260,,1378600,,100,,100,,100,,2298160,,1141780,,1156385,,100,,100,,100,,566615,,281370,,285245,,100,,100,,100,,675695,,335160,,340535,,100,,100,,100,,7584645,,3700540,,3884105,,100,,100,,100,
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,216660,,122720,,93935,,8,,9.3,,6.8,,227880,,126960,,100920,,9.9,,11.1,,8.7,,61380,,37625,,23755,,10.8,,13.4,,8.3,,82960,,48095,,34865,,12.3,,14.3,,10.2,,667665,,367715,,299945,,8.8,,9.9,,7.7,
"Highest certificate, diploma or degree",  High (secondary) school diploma or equivalency certificate,167,694785,,358700,,336090,,25.8,,27.3,,24.4,,581820,,298415,,283405,,25.3,,26.1,,24.5,,171565,,91440,,80125,,30.3,,32.5,,28.1,,191820,,101785,,90030,,28.4,,30.4,,26.4,,1770810,,938035,,832775,,23.3,,25.3,,21.4,
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",,1780415,,831840,,948575,,66.1,,63.3,,68.8,,1488465,,716410,,772060,,64.8,,62.7,,66.8,,333670,,152305,,181370,,58.9,,54.1,,63.6,,400915,,185280,,215635,,59.3,,55.3,,63.3,,5146170,,2394785,,2751385,,67.8,,64.7,,70.8,
"Highest certificate, diploma or degree",    Postsecondary certificate or diploma below bachelor level,,838680,,416930,,421745,,31.2,,31.7,,30.6,,774420,,401065,,373355,,33.7,,35.1,,32.3,,187510,,91760,,95745,,33.1,,32.6,,33.6,,206375,,101960,,104415,,30.5,,30.4,,30.7,,2356375,,1142180,,1214195,,31.1,,30.9,,31.3,
"Highest certificate, diploma or degree",      Apprenticeship or trades certificate or diploma,,217350,,164860,,52495,,8.1,,12.6,,3.8,,220930,,175185,,45745,,9.6,,15.3,,4,,61810,,45770,,16040,,10.9,,16.3,,5.6,,48360,,34915,,13440,,7.2,,10.4,,3.9,,384770,,276165,,108600,,5.1,,7.5,,2.8,
"Highest certificate, diploma or degree",        Non-apprenticeship trades certificate or diploma,168,88765,,52645,,36115,,3.3,,4,,2.6,,61815,,37400,,24415,,2.7,,3.3,,2.1,,23150,,13115,,10035,,4.1,,4.7,,3.5,,21795,,13050,,8745,,3.2,,3.9,,2.6,,184665,,114510,,70155,,2.4,,3.1,,1.8,
"Highest certificate, diploma or degree",        Apprenticeship certificate,169,128590,,112210,,16375,,4.8,,8.5,,1.2,,159110,,137785,,21330,,6.9,,12.1,,1.8,,38660,,32655,,6005,,6.8,,11.6,,2.1,,26560,,21860,,4695,,3.9,,6.5,,1.4,,200110,,161655,,38450,,2.6,,4.4,,1,
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,507405,,206015,,301390,,18.8,,15.7,,21.9,,472155,,193510,,278645,,20.5,,16.9,,24.1,,106680,,38240,,68435,,18.8,,13.6,,24,,136480,,57535,,78945,,20.2,,17.2,,23.2,,1787580,,784340,,1003235,,23.6,,21.2,,25.8,
