"Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2024",,,,,,,,,,,
Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result,Column1,,,
National,Canada,n/a,Hip Fracture Repair,Volume,2020,Number of cases,"11,529",,,,
National,Canada,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,n/a,,,,
National,Canada,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,n/a,,,,
National,Canada,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Hours,n/a,,,,
National,Canada,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,n/a,,,,
National,Canada,n/a,Hip Replacement,% Meeting Benchmark,2020,Proportion,56,,,,
National,Canada,n/a,Hip Replacement,50th Percentile,2020,Days,165,,,,
National,Canada,n/a,Hip Replacement,90th Percentile,2020,Days,355,,,,
National,Canada,n/a,Hip Replacement,Volume,2020,Number of cases,"13,823",,,,
National,Canada,n/a,Knee Replacement,% Meeting Benchmark,2020,Proportion,47,,,,
National,Canada,n/a,Knee Replacement,50th Percentile,2020,Days,197,,,,
National,Canada,n/a,Knee Replacement,90th Percentile,2020,Days,405,,,,
National,Canada,n/a,Knee Replacement,Volume,2020,Number of cases,"19,073",,,,
National,Canada,n/a,Lung Cancer Surgery,50th Percentile,2020,Days,20,,,,
National,Canada,n/a,Lung Cancer Surgery,90th Percentile,2020,Days,56,,,,
National,Canada,n/a,Lung Cancer Surgery,Volume,2020,Number of cases,"3,710",,,,
National,Canada,n/a,MRI Scan,50th Percentile,2020,Days,38,,,,
National,Canada,n/a,MRI Scan,90th Percentile,2020,Days,205,,,,
National,Canada,n/a,MRI Scan,Volume,2020,Number of cases,"416,003",,,,
National,Canada,n/a,Prostate Cancer Surgery,50th Percentile,2020,Days,41,,,,
National,Canada,n/a,Prostate Cancer Surgery,90th Percentile,2020,Days,123,,,,
National,Canada,n/a,Prostate Cancer Surgery,Volume,2020,Number of cases,"3,039",,,,
National,Canada,n/a,Radiation Therapy,% Meeting Benchmark,2020,Proportion,98,,,,
National,Canada,n/a,Radiation Therapy,50th Percentile,2020,Days,10,,,,
National,Canada,n/a,Radiation Therapy,90th Percentile,2020,Days,20,,,,
National,Canada,n/a,Radiation Therapy,Volume,2020,Number of cases,"45,159",,,,
Provincial,Manitoba,n/a,Bladder Cancer Surgery,50th Percentile,2020,Days,n/a,,,,
Provincial,Manitoba,n/a,Bladder Cancer Surgery,90th Percentile,2020,Days,n/a,,,,
Provincial,Manitoba,n/a,Bladder Cancer Surgery,Volume,2020,Number of cases,n/a,,,,
Provincial,Manitoba,n/a,Breast Cancer Surgery,50th Percentile,2020,Days,22,,,,
Provincial,Manitoba,n/a,Breast Cancer Surgery,90th Percentile,2020,Days,67,,,,
Provincial,Manitoba,n/a,Breast Cancer Surgery,Volume,2020,Number of cases,199,,,,
Provincial,Manitoba,n/a,CABG,50th Percentile,2020,Days,7,,,,
Provincial,Manitoba,n/a,CABG,90th Percentile,2020,Days,41,,,,
Provincial,Manitoba,n/a,CABG,Volume,2020,Number of cases,165,,,,
Provincial,Manitoba,n/a,Cataract Surgery,% Meeting Benchmark,2020,Proportion,21,,,,
Provincial,Manitoba,n/a,Cataract Surgery,50th Percentile,2020,Days,214,,,,
Provincial,Manitoba,n/a,Cataract Surgery,90th Percentile,2020,Days,448,,,,
Provincial,Manitoba,n/a,Cataract Surgery,Volume,2020,Number of cases,"2,646",,,,
Provincial,Manitoba,n/a,Colorectal Cancer Surgery,50th Percentile,2020,Days,n/a,,,,
Provincial,Manitoba,n/a,Colorectal Cancer Surgery,90th Percentile,2020,Days,n/a,,,,
Provincial,Manitoba,n/a,Colorectal Cancer Surgery,Volume,2020,Number of cases,n/a,,,,
Provincial,Manitoba,n/a,CT Scan,50th Percentile,2020,Days,21,,,,
Provincial,Manitoba,n/a,CT Scan,90th Percentile,2020,Days,114,,,,
Provincial,Manitoba,n/a,CT Scan,Volume,2020,Number of cases,"43,330",,,,
Provincial,Manitoba,n/a,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,91,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair,50th Percentile,2020,Hours,18,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair,90th Percentile,2020,Hours,45,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair,Volume,2020,Number of cases,610,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,n/a,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,n/a,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Hours,n/a,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,n/a,,,,
Provincial,Manitoba,n/a,Hip Replacement,% Meeting Benchmark,2020,Proportion,47,,,,
Provincial,Manitoba,n/a,Hip Replacement,50th Percentile,2020,Days,196,,,,
Provincial,Manitoba,n/a,Hip Replacement,90th Percentile,2020,Days,389,,,,
Provincial,Manitoba,n/a,Hip Replacement,Volume,2020,Number of cases,719,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Manitoba,Southern Health Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,36,,,,
Regional,Manitoba,Southern Health Region,Hip Replacement,50th Percentile,2020,Days,227,,,,
Regional,Manitoba,Southern Health Region,Hip Replacement,90th Percentile,2020,Days,361,,,,
Regional,Manitoba,Southern Health Region,Hip Replacement,Volume,2020,Number of cases,66,,,,
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,13,,,,
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,50th Percentile,2020,Days,353,,,,
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,90th Percentile,2020,Days,456,,,,
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,Volume,2020,Number of cases,87,,,,
Regional,Manitoba,Northern Health Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Manitoba,Northern Health Region,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Manitoba,Northern Health Region,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Manitoba,Northern Health Region,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,% Meeting Benchmark,2020,Proportion,53,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,50th Percentile,2020,Days,169,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,90th Percentile,2020,Days,344,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,Volume,2020,Number of cases,566,,,,
Provincial,Manitoba,n/a,Knee Replacement,% Meeting Benchmark,2020,Proportion,37,,,,
Provincial,Manitoba,n/a,Knee Replacement,50th Percentile,2020,Days,238,,,,
Provincial,Manitoba,n/a,Knee Replacement,90th Percentile,2020,Days,463,,,,
Provincial,Manitoba,n/a,Knee Replacement,Volume,2020,Number of cases,"1,150",,,,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Manitoba,Southern Health Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,14,,,,
Regional,Manitoba,Southern Health Region,Knee Replacement,50th Percentile,2020,Days,261,,,,
Regional,Manitoba,Southern Health Region,Knee Replacement,90th Percentile,2020,Days,504,,,,
Regional,Manitoba,Southern Health Region,Knee Replacement,Volume,2020,Number of cases,81,,,,
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,9,,,,
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,50th Percentile,2020,Days,412,,,,
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,90th Percentile,2020,Days,551,,,,
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,Volume,2020,Number of cases,168,,,,
Regional,Manitoba,Northern Health Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Manitoba,Northern Health Region,Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Manitoba,Northern Health Region,Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Manitoba,Northern Health Region,Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,% Meeting Benchmark,2020,Proportion,44,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,50th Percentile,2020,Days,205,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,90th Percentile,2020,Days,393,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,Volume,2020,Number of cases,901,,,,
Provincial,Manitoba,n/a,Lung Cancer Surgery,50th Percentile,2020,Days,25,,,,
Provincial,Manitoba,n/a,Lung Cancer Surgery,90th Percentile,2020,Days,75,,,,
Provincial,Manitoba,n/a,Lung Cancer Surgery,Volume,2020,Number of cases,127,,,,
Provincial,Manitoba,n/a,MRI Scan,50th Percentile,2020,Days,83,,,,
Provincial,Manitoba,n/a,MRI Scan,90th Percentile,2020,Days,204,,,,
Provincial,Manitoba,n/a,MRI Scan,Volume,2020,Number of cases,"27,630",,,,
Provincial,Manitoba,n/a,Prostate Cancer Surgery,50th Percentile,2020,Days,n/a,,,,
Provincial,Manitoba,n/a,Prostate Cancer Surgery,90th Percentile,2020,Days,n/a,,,,
Provincial,Manitoba,n/a,Prostate Cancer Surgery,Volume,2020,Number of cases,n/a,,,,
Provincial,Manitoba,n/a,Radiation Therapy,% Meeting Benchmark,2020,Proportion,100,,,,
Provincial,Manitoba,n/a,Radiation Therapy,50th Percentile,2020,Days,9,,,,
Provincial,Manitoba,n/a,Radiation Therapy,90th Percentile,2020,Days,24,,,,
Provincial,Manitoba,n/a,Radiation Therapy,Volume,2020,Number of cases,"1,850",,,,
Provincial,New Brunswick,n/a,Bladder Cancer Surgery,50th Percentile,2020,Days,25,,,,
Provincial,New Brunswick,n/a,Bladder Cancer Surgery,90th Percentile,2020,Days,92,,,,
Provincial,New Brunswick,n/a,Bladder Cancer Surgery,Volume,2020,Number of cases,249,,,,
Provincial,New Brunswick,n/a,Breast Cancer Surgery,50th Percentile,2020,Days,20,,,,
Provincial,New Brunswick,n/a,Breast Cancer Surgery,90th Percentile,2020,Days,43,,,,
Provincial,New Brunswick,n/a,Breast Cancer Surgery,Volume,2020,Number of cases,287,,,,
Provincial,New Brunswick,n/a,CABG,50th Percentile,2020,Days,8,,,,
Provincial,New Brunswick,n/a,CABG,90th Percentile,2020,Days,183,,,,
Provincial,New Brunswick,n/a,CABG,Volume,2020,Number of cases,216,,,,
Provincial,New Brunswick,n/a,Cataract Surgery,% Meeting Benchmark,2020,Proportion,53,,,,
Provincial,New Brunswick,n/a,Cataract Surgery,50th Percentile,2020,Days,98,,,,
Provincial,New Brunswick,n/a,Cataract Surgery,90th Percentile,2020,Days,292,,,,
Provincial,New Brunswick,n/a,Cataract Surgery,Volume,2020,Number of cases,"4,540",,,,
Provincial,New Brunswick,n/a,Colorectal Cancer Surgery,50th Percentile,2020,Days,17,,,,
Provincial,New Brunswick,n/a,Colorectal Cancer Surgery,90th Percentile,2020,Days,46,,,,
Provincial,New Brunswick,n/a,Colorectal Cancer Surgery,Volume,2020,Number of cases,173,,,,
Provincial,New Brunswick,n/a,CT Scan,50th Percentile,2020,Days,n/a,,,,
Provincial,New Brunswick,n/a,CT Scan,90th Percentile,2020,Days,n/a,,,,
Provincial,New Brunswick,n/a,CT Scan,Volume,2020,Number of cases,n/a,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,91,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair,50th Percentile,2020,Hours,18,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair,90th Percentile,2020,Hours,47,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair,Volume,2020,Number of cases,371,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,n/a,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,n/a,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Hours,n/a,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,n/a,,,,
Provincial,New Brunswick,n/a,Hip Replacement,% Meeting Benchmark,2020,Proportion,29,,,,
Provincial,New Brunswick,n/a,Hip Replacement,50th Percentile,2020,Days,268,,,,
Provincial,New Brunswick,n/a,Hip Replacement,90th Percentile,2020,Days,547,,,,
Provincial,New Brunswick,n/a,Hip Replacement,Volume,2020,Number of cases,446,,,,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,New Brunswick,Horizon Health Network,Hip Replacement,% Meeting Benchmark,2020,Proportion,23,,,,
Regional,New Brunswick,Horizon Health Network,Hip Replacement,50th Percentile,2020,Days,287,,,,
Regional,New Brunswick,Horizon Health Network,Hip Replacement,90th Percentile,2020,Days,574,,,,
Regional,New Brunswick,Horizon Health Network,Hip Replacement,Volume,2020,Number of cases,313,,,,
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,% Meeting Benchmark,2020,Proportion,44,,,,
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,50th Percentile,2020,Days,206,,,,
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,90th Percentile,2020,Days,380,,,,
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,Volume,2020,Number of cases,133,,,,
Provincial,New Brunswick,n/a,Knee Replacement,% Meeting Benchmark,2020,Proportion,25,,,,
Provincial,New Brunswick,n/a,Knee Replacement,50th Percentile,2020,Days,296,,,,
Provincial,New Brunswick,n/a,Knee Replacement,90th Percentile,2020,Days,568,,,,
Provincial,New Brunswick,n/a,Knee Replacement,Volume,2020,Number of cases,650,,,,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,New Brunswick,Horizon Health Network,Knee Replacement,% Meeting Benchmark,2020,Proportion,18,,,,
Regional,New Brunswick,Horizon Health Network,Knee Replacement,50th Percentile,2020,Days,345,,,,
Regional,New Brunswick,Horizon Health Network,Knee Replacement,90th Percentile,2020,Days,596,,,,
Regional,New Brunswick,Horizon Health Network,Knee Replacement,Volume,2020,Number of cases,461,,,,
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,% Meeting Benchmark,2020,Proportion,41,,,,
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,50th Percentile,2020,Days,213,,,,
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,90th Percentile,2020,Days,351,,,,
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,Volume,2020,Number of cases,189,,,,
Provincial,New Brunswick,n/a,Lung Cancer Surgery,50th Percentile,2020,Days,32,,,,
Provincial,New Brunswick,n/a,Lung Cancer Surgery,90th Percentile,2020,Days,68,,,,
Provincial,New Brunswick,n/a,Lung Cancer Surgery,Volume,2020,Number of cases,76,,,,
Provincial,New Brunswick,n/a,MRI Scan,50th Percentile,2020,Days,n/a,,,,
Provincial,New Brunswick,n/a,MRI Scan,90th Percentile,2020,Days,n/a,,,,
Provincial,New Brunswick,n/a,MRI Scan,Volume,2020,Number of cases,n/a,,,,
Provincial,New Brunswick,n/a,Prostate Cancer Surgery,50th Percentile,2020,Days,43,,,,
Provincial,New Brunswick,n/a,Prostate Cancer Surgery,90th Percentile,2020,Days,99,,,,
Provincial,New Brunswick,n/a,Prostate Cancer Surgery,Volume,2020,Number of cases,65,,,,
Provincial,New Brunswick,n/a,Radiation Therapy,% Meeting Benchmark,2020,Proportion,95,,,,
Provincial,New Brunswick,n/a,Radiation Therapy,50th Percentile,2020,Days,10,,,,
Provincial,New Brunswick,n/a,Radiation Therapy,90th Percentile,2020,Days,23,,,,
Provincial,New Brunswick,n/a,Radiation Therapy,Volume,2020,Number of cases,"1,034",,,,
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,50th Percentile,2020,Days,20,,,,
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,90th Percentile,2020,Days,51,,,,
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,Volume,2020,Number of cases,114,,,,
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,50th Percentile,2020,Days,14,,,,
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,90th Percentile,2020,Days,30,,,,
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,Volume,2020,Number of cases,165,,,,
Provincial,Newfoundland and Labrador,n/a,CABG,50th Percentile,2020,Days,9,,,,
Provincial,Newfoundland and Labrador,n/a,CABG,90th Percentile,2020,Days,42,,,,
Provincial,Newfoundland and Labrador,n/a,CABG,Volume,2020,Number of cases,116,,,,
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,% Meeting Benchmark,2020,Proportion,33,,,,
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,50th Percentile,2020,Days,264,,,,
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,90th Percentile,2020,Days,474,,,,
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,Volume,2020,Number of cases,527,,,,
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,50th Percentile,2020,Days,12,,,,
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,90th Percentile,2020,Days,33,,,,
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,Volume,2020,Number of cases,122,,,,
Provincial,Newfoundland and Labrador,n/a,CT Scan,50th Percentile,2020,Days,n/a,,,,
Provincial,Newfoundland and Labrador,n/a,CT Scan,90th Percentile,2020,Days,n/a,,,,
Provincial,Newfoundland and Labrador,n/a,CT Scan,Volume,2020,Number of cases,"34,588",,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,86,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,50th Percentile,2020,Hours,25,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,90th Percentile,2020,Hours,65,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,Volume,2020,Number of cases,258,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,95,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,25,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Hours,44,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,174,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,% Meeting Benchmark,2020,Proportion,45,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,50th Percentile,2020,Days,204,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,90th Percentile,2020,Days,380,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,Volume,2020,Number of cases,163,,,,
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,% Meeting Benchmark,2020,Proportion,46,,,,
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,50th Percentile,2020,Days,196,,,,
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,90th Percentile,2020,Days,311,,,,
Regional,Newfoundland and Labrador,Western Zone (N.L.),Hip Replacement,Volume,2020,Number of cases,24,,,,
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Hip Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,75,,,,
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,50th Percentile,2020,Days,97,,,,
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,90th Percentile,2020,Days,206,,,,
Regional,Newfoundland and Labrador,Central Zone,Hip Replacement,Volume,2020,Number of cases,16,,,,
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,% Meeting Benchmark,2020,Proportion,21,,,,
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,50th Percentile,2020,Days,286,,,,
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,90th Percentile,2020,Days,461,,,,
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,Volume,2020,Number of cases,229,,,,
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,% Meeting Benchmark,2020,Proportion,47,,,,
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,50th Percentile,2020,Days,191,,,,
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,90th Percentile,2020,Days,325,,,,
Regional,Newfoundland and Labrador,Western Zone (N.L.),Knee Replacement,Volume,2020,Number of cases,34,,,,
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,30,,,,
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,50th Percentile,2020,Days,223,,,,
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,90th Percentile,2020,Days,326,,,,
Regional,Newfoundland and Labrador,Labrador–Grenfell Zone,Knee Replacement,Volume,2020,Number of cases,10,,,,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,50th Percentile,2020,Days,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,90th Percentile,2020,Days,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Rural Zone,Knee Replacement,Volume,2020,Number of cases,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,n/a,,,,
Regional,Newfoundland and Labrador,Eastern–Urban Zone,Knee Replacement,50th Percentile,2020,Days,n/a,,,,
